,ASSETID,SHOPID,SHOPNAME,ASSETSNAME,ASSETSTYPEID,UNITNAME,ADDRESS
2527,23644,11229,杜村沟村村委,学校,8,间,
2528,23648,11229,杜村沟村村委,家具椅子,11,张,
2529,23646,11229,杜村沟村村委,办公家具沙发,11,套,
2530,23652,11229,杜村沟村村委,圆凳子,11,张,
2531,23650,11229,杜村沟村村委,办公桌,11,张,
2532,26020,11229,杜村沟村村委,凳子,11,套,
2533,23651,11229,杜村沟村村委,课桌,11,套,
2534,26019,11229,杜村沟村村委,村水泥路,18,公里,
2535,26612,11579,雪白村村委,村委房屋,7,间,雪白村
2536,26613,11579,雪白村村委,旧村室,7,间,雪白村
2537,26614,11579,雪白村村委,办公设备,10,套,雪白村
2538,38124,11579,雪白村村委,会议桌,11,张,雪白村委
2539,38123,11579,雪白村村委,实木会议椅子,11,把,雪白村委
2540,38058,11579,雪白村村委,桌子,11,,雪白村室内
2541,38059,11579,雪白村村委,椅子,11,,雪白村室内
2542,38060,11579,雪白村村委,柜子,11,,雪白村室内
2543,26615,11579,雪白村村委,乒乓球案,12,付,雪白村
2544,26616,11579,雪白村村委,蓝球架,12,付,雪白村
2545,26624,11595,大水沟村村委,村委房屋,7,间,大水沟村
2546,26617,11595,大水沟村村委,教学楼,8,间,大水沟村
2547,26621,11595,大水沟村村委,书柜,10,个,大水沟村
2548,26618,11595,大水沟村村委,办公设备,10,套,大水沟村
2549,26623,11595,大水沟村村委,电脑,10,台,大水沟村
2550,38082,11595,大水沟村村委,办公桌,11,张,大水沟村委
2551,38083,11595,大水沟村村委,椅子,11,把,大水沟村委
2552,26620,11595,大水沟村村委,健身器材,12,套,大水沟村
2553,26619,11595,大水沟村村委,电视机,12,台,大水沟村
2554,26625,11595,大水沟村村委,人畜吃水管道,13,公里,大水沟村
2555,26622,11595,大水沟村村委,图书,18,个,大水沟村
2556,26626,11612,发科岭村村委,教学楼,8,平米,发科岭村
2557,37660,11612,发科岭村村委,打印机,10,台,发科岭村委
2558,38094,11612,发科岭村村委,空调,10,台,发科岭村委
2559,37659,11612,发科岭村村委,电脑,10,台,发科岭村委
2560,38165,11612,发科岭村村委,路灯,543,套,发科岭
2561,26627,11620,东段村村委,教学楼,8,间,东段村
2562,38061,11620,东段村村委,打印机,10,,段村村室
2563,38114,11620,东段村村委,台式电脑,10,台,东段村村委
2564,38173,11620,东段村村委,监控设备,10,,东段村
2565,26631,11620,东段村村委,沙发,11,套,东段村
2566,26628,11620,东段村村委,桌椅,11,套,东段村
2567,26629,11620,东段村村委,柜子,11,个,东段村
2568,38113,11620,东段村村委,2匹空调,11,台,东段村村委
2569,38112,11620,东段村村委,1.5匹空调,11,台,东段村村委
2570,38062,11620,东段村村委,电视机,12,套,段村村委
2571,26630,11620,东段村村委,电视机,12,台,东段村
2572,38172,11620,东段村村委,太阳能路灯,541,千米,东段村
2573,26650,11851,南坻坞村村委,文化大院,7,间,南坻坞村
2574,26648,11851,南坻坞村村委,教学楼,8,间,南坻坞村
2575,38092,11851,南坻坞村村委,空调,10,套,南坻坞村委
2576,38093,11851,南坻坞村村委,空调,10,套,南坻坞村委
2577,26654,11851,南坻坞村村委,电视机、电脑,10,台,南坻坞村
2578,26653,11851,南坻坞村村委,办公家具,11,套,南坻坞村
2579,26865,11851,南坻坞村村委,自来水管道,13,米,南坻坞村
2580,26864,11851,南坻坞村村委,自来水建水池,13,个,南坻坞村
2581,26658,11878,北坻坞村村委,教学楼,8,栋,北坻坞村
2582,38064,11878,北坻坞村村委,空调,10,,北坻坞村委
2583,26661,11878,北坻坞村村委,书柜,10,套,北坻坞村
2584,38065,11878,北坻坞村村委,电脑,10,,北坻坞村委
2585,38063,11878,北坻坞村村委,电视机,10,,北坻坞村委
2586,38066,11878,北坻坞村村委,打印机,10,,北坻坞村委
2587,26659,11878,北坻坞村村委,桌椅,11,套,北坻坞村
2588,26660,11878,北坻坞村村委,电视机,12,台,北坻坞村
2589,38169,11878,北坻坞村村委,文化大院,12,套,北坻坞村
2590,26666,11878,北坻坞村村委,吃水井项目,13,口,北坻坞村
2591,26664,11878,北坻坞村村委,图书,18,册,北坻坞村
2592,26668,11897,上西村村委,教学楼,8,间,上西村
2593,26671,11897,上西村村委,书柜,10,套,上西村
2594,38119,11897,上西村村委,打印机,10,台,上西村村委
2595,38070,11897,上西村村委,打字机及文字处理机,10,套,上西村村委
2596,38118,11897,上西村村委,电脑,10,台,上西村村委
2597,38068,11897,上西村村委,空调,11,套,上西村村委
2598,38117,11897,上西村村委,空调,11,台,上西村村委
2599,26670,11897,上西村村委,桌椅,11,套,上西村
2600,38120,11897,上西村村委,档案柜,11,个,上西村村委
2601,38170,11897,上西村村委,文件柜,11,套,
2602,38069,11897,上西村村委,电视机,12,,上西村村委
2603,26675,11897,上西村村委,图书,18,套,上西村
2604,26679,11898,高堂村村委,村委房屋,7,间,高堂村
2605,38166,11898,高堂村村委,村卫生室,9,平米,高堂村
2606,38072,11898,高堂村村委,电脑,10,套,高堂村委
2607,26689,11898,高堂村村委,书柜,10,个,高堂村
2608,38074,11898,高堂村村委,空调,10,个,高堂村委
2609,26681,11898,高堂村村委,桌椅,11,套,高堂村
2610,26685,11898,高堂村村委,电视机,12,台,高堂村
2611,38071,11898,高堂村村委,电视机,12,,高堂村委
2612,38073,11898,高堂村村委,数码一体机,12,,高堂村委
2613,26687,11898,高堂村村委,图书,18,个,高堂村
2614,26692,11904,台口村村委,村委房屋,7,间,台口村
2615,26697,11904,台口村村委,教学楼,8,间,台口村
2616,26695,11904,台口村村委,书柜,10,个,台口村
2617,26693,11904,台口村村委,办公设备,11,套,台口村
2618,26698,11904,台口村村委,桌椅,11,套,台口村
2619,38085,11904,台口村村委,会议桌,11,个,台口村委
2620,38091,11904,台口村村委,老板桌,11,个,台口村委
2621,38090,11904,台口村村委,办公沙发,11,套,台口村委
2622,38089,11904,台口村村委,小方登,11,个,台口村委
2623,38087,11904,台口村村委,弘形园桌,11,套,台口村委
2624,38084,11904,台口村村委,炭木办公椅,11,个,台口村委
2625,38086,11904,台口村村委,主席台桌,11,个,台口村委
2626,38088,11904,台口村村委,桌子,11,个,台口村委
2627,38081,11904,台口村村委,电视机,12,台,台口村委
2628,26694,11904,台口村村委,电视机,12,台,台口村
2629,26696,11904,台口村村委,图书,18,套,台口村
2630,38171,11904,台口村村委,道路,543,,台口村
2631,22797,13728,陈村村委,老村委办公楼,7,间,陈村乡陈村村
2632,22804,13728,陈村村委,文化大院,7,间,陈村乡陈村村
2633,22807,13728,陈村村委,教学楼,8,间,陈村乡陈村村
2634,22827,13728,陈村村委,电视机、电脑、电风扇、电暖气,10,台,陈村乡陈村村
2635,22812,13728,陈村村委,沙发、办公桌、桌子、椅子、档案柜,11,套,陈村乡陈村村
2636,22793,13728,陈村村委,办公家具,11,套,陈村乡陈村村
2637,22820,13728,陈村村委,阅览桌、报纸架、书籍等,12,件,阅览桌、报纸架、书籍等
